,date_crawled,name,price,ab_test,vehicle_type,registration_year,gear_box,power_ps,model,odometer_km,registration_month,fuel_type,brand,unrepaired_damage,ad_created,postal_code,last_seen,odometer_km_group
7873,2016-07-03 14:45:00,Mercedes_Benz_C180_T_Elegance_Klima_Leder,650.0,control,kombi,1998.0,Manual,122.0,c_klasse,150000,6.0,unknown,mercedes_benz,No,2016-07-03,84160.0,2016-07-03 14:45:00,"150,000 Km"
7874,2016-03-13 22:17:00,Mercedes_Benz_A_140_Classic_TÜV/AU_neu,1999.0,control,limousine,2000.0,Manual,82.0,a_klasse,100000,8.0,petrol,mercedes_benz,No,2016-03-13,63263.0,2016-03-14 19:10:00,"100,000 Km"
7875,2016-03-25 18:36:00,Opel_Agila,1150.0,test,kleinwagen,2000.0,Manual,54.0,agila,150000,11.0,petrol,opel,No,2016-03-25,50769.0,2016-07-04 00:16:00,"150,000 Km"
7876,2016-03-14 21:48:00,Volkswagen_Sharan_1.9_TDI_GL,1000.0,test,bus,1997.0,Automatic,110.0,sharan,150000,6.0,diesel,volkswagen,Yes,2016-03-14,68309.0,2016-03-28 11:46:00,"150,000 Km"
7877,2016-03-27 16:52:00,Nissan_Micra_1_2,2500.0,test,UnKnown,2005.0,UnKnown,0.0,micra,100000,0.0,unknown,nissan,UnKnown,2016-03-27,31832.0,2016-05-04 12:44:00,"100,000 Km"
7879,2016-11-03 12:54:00,Opel_Insignia_OPC_Sports_Tourer_4x4_GARANTIE!_20_ZOLL,15900.0,test,kombi,2010.0,Manual,325.0,insignia,125000,12.0,petrol,opel,No,2016-11-03,92364.0,2016-05-04 06:15:00,"150,000 Km"
7880,2016-03-31 00:56:00,Mercedes_Benz_C_220_T_CDI_Gruene_Plakette_Automatik,2450.0,control,kombi,2001.0,Automatic,143.0,c_klasse,150000,9.0,diesel,mercedes_benz,No,2016-03-31,52379.0,2016-02-04 03:15:00,"150,000 Km"
7881,2016-03-16 12:53:00,Gepflegter_BMW_116i,13500.0,test,UnKnown,2016.0,Manual,122.0,1er,40000,6.0,petrol,bmw,UnKnown,2016-03-16,47608.0,2016-06-04 07:46:00,"50,000 Km"
7882,2016-09-03 22:37:00,Mercedes_Benz_A_160,780.0,test,limousine,2000.0,UnKnown,0.0,a_klasse,150000,5.0,petrol,mercedes_benz,No,2016-09-03,48429.0,2016-03-15 01:16:00,"150,000 Km"
7883,2016-11-03 21:36:00,Verkaufe_Skoda_Felicia_Kombi_1.6_GLX_Tuev/AU_bis11/2017guterZust!,999.0,test,kombi,1999.0,Manual,74.0,andere,150000,4.0,petrol,skoda,UnKnown,2016-11-03,99438.0,2016-12-03 14:16:00,"150,000 Km"
7885,2016-03-30 13:53:00,Kangoo_Abzugeben,650.0,test,bus,1998.0,Manual,56.0,kangoo,150000,6.0,unknown,renault,No,2016-03-30,23560.0,2016-01-04 08:18:00,"150,000 Km"
7887,2016-03-24 17:38:00,Golf_5_1_6_Sportline_in_BMP,5500.0,control,UnKnown,2016.0,Manual,102.0,golf,150000,0.0,unknown,volkswagen,UnKnown,2016-03-24,22769.0,2016-03-24 17:38:00,"150,000 Km"
7889,2016-03-14 19:59:00,BMW_520d_Touring,10650.0,control,kombi,2009.0,Manual,177.0,5er,150000,1.0,diesel,bmw,No,2016-03-14,65375.0,2016-03-19 12:45:00,"150,000 Km"
7890,2016-12-03 16:49:00,Mazda_323,1400.0,control,limousine,2002.0,Manual,72.0,3_reihe,150000,7.0,petrol,mazda,No,2016-12-03,45355.0,2016-03-14 09:15:00,"150,000 Km"
7891,2016-03-19 21:45:00,Renault_Twingo_1.2_Authentique,3400.0,control,kleinwagen,2010.0,Manual,58.0,twingo,100000,5.0,petrol,renault,No,2016-03-19,53902.0,2016-03-27 14:18:00,"100,000 Km"
7892,2016-03-04 15:46:00,Audi_A4_2.7_TDI_DPF_multitronic_Attraction,9300.0,test,limousine,2008.0,Automatic,190.0,a4,150000,3.0,diesel,audi,No,2016-03-04,64289.0,2016-05-04 14:47:00,"150,000 Km"
7893,2016-01-04 13:48:00,Omega_Caravan_2_0__16V__TÜV_/_AU__Neu__950€,950.0,test,kombi,1996.0,Manual,136.0,omega,150000,10.0,petrol,opel,No,2016-01-04,26842.0,2016-01-04 13:48:00,"150,000 Km"
7894,2016-03-25 08:36:00,Peugeot_206_CC_2.0_100Kw_Tuev_NEU,1749.0,control,cabrio,2001.0,Manual,0.0,andere,150000,8.0,petrol,peugeot,UnKnown,2016-03-25,41751.0,2016-03-25 09:48:00,"150,000 Km"
7895,2016-11-03 10:48:00,Vw_Polo_9n3_!!!,3550.0,test,kleinwagen,2005.0,Manual,75.0,polo,125000,2.0,petrol,volkswagen,No,2016-11-03,27751.0,2016-03-16 17:47:00,"150,000 Km"
7896,2016-03-24 12:57:00,Volkswagen_Transporter_253_GC2/M516,14900.0,test,bus,1987.0,Manual,95.0,transporter,150000,4.0,petrol,volkswagen,No,2016-03-24,22765.0,2016-07-04 04:45:00,"150,000 Km"
7897,2016-10-03 22:52:00,Opel_Zafira_2.2_Automatik_mit_klima,600.0,control,bus,2002.0,Automatic,147.0,zafira,150000,8.0,petrol,opel,UnKnown,2016-10-03,21271.0,2016-03-16 03:46:00,"150,000 Km"
7898,2016-09-03 20:51:00,Toyota_Avensis_2.2_D_4D_Edition,10000.0,test,limousine,2011.0,Manual,150.0,avensis,150000,5.0,diesel,toyota,No,2016-09-03,94065.0,2016-03-31 02:17:00,"150,000 Km"
7899,2016-03-26 16:57:00,BMW_X1,21000.0,control,limousine,2010.0,Automatic,177.0,x_reihe,100000,5.0,diesel,bmw,No,2016-03-26,48565.0,2016-06-04 05:44:00,"100,000 Km"
7901,2016-02-04 10:52:00,VW_Golf_IV_Highline,2700.0,test,limousine,1999.0,Manual,102.0,golf,100000,2.0,unknown,volkswagen,No,2016-02-04,48149.0,2016-04-04 10:50:00,"100,000 Km"
7903,2016-03-04 15:45:00,Ford_Focus_1.6_TDCI_Sport/_8_fach_bereift,3200.0,test,limousine,2007.0,Manual,109.0,focus,150000,6.0,diesel,ford,UnKnown,2016-03-04,68309.0,2016-05-04 14:46:00,"150,000 Km"
7904,2016-04-04 07:37:00,Peugeot__307_2.0_HDi,2400.0,test,UnKnown,2005.0,Manual,0.0,UnKnown,150000,4.0,diesel,peugeot,No,2016-04-04,45476.0,2016-06-04 10:17:00,"150,000 Km"
7905,2016-10-03 12:49:00,Opel_zu_verkaufen!!,850.0,test,kombi,1997.0,Manual,101.0,vectra,150000,11.0,petrol,opel,No,2016-10-03,66538.0,2016-07-04 06:45:00,"150,000 Km"
7906,2016-01-04 11:52:00,Fiat_Seicento_Sporting,800.0,test,kleinwagen,2001.0,UnKnown,54.0,seicento,125000,10.0,unknown,fiat,UnKnown,2016-01-04,89362.0,2016-07-04 08:46:00,"150,000 Km"
7907,2016-05-03 23:51:00,Suzuki_Swift_1.5_comfort_gebraucht_fuer_Bastler_ohne_TÜV,2400.0,control,kleinwagen,2007.0,Manual,102.0,swift,125000,6.0,petrol,suzuki,Yes,2016-05-03,88471.0,2016-03-16 03:15:00,"150,000 Km"
7908,2016-03-29 18:59:00,VW_Golf_IV_1_6_Schwarz__Zahnriemen_NEU,1400.0,control,limousine,2001.0,Manual,105.0,golf,150000,12.0,petrol,volkswagen,UnKnown,2016-03-29,77694.0,2016-02-04 07:16:00,"150,000 Km"
7909,2016-03-27 22:58:00,Golf_3_TUV.10.2016,550.0,test,UnKnown,2016.0,Manual,75.0,golf,150000,0.0,petrol,volkswagen,UnKnown,2016-03-27,44627.0,2016-06-04 07:45:00,"150,000 Km"
7910,2016-03-22 13:38:00,Volkswagen_R_5___2_5_tdi,7650.0,control,suv,2006.0,Manual,174.0,touareg,150000,1.0,diesel,volkswagen,No,2016-03-22,37081.0,2016-06-04 02:16:00,"150,000 Km"
7911,2016-03-25 13:43:00,Volkswagen_Caddy_1.6_TDI_5_Si._BMT_Comfort_Edition_Sport_Garantie,19990.0,test,bus,2015.0,Manual,102.0,caddy,20000,1.0,diesel,volkswagen,No,2016-03-25,86825.0,2016-06-04 15:44:00,"50,000 Km"
7912,2016-03-21 19:58:00,Alfa_Romeo_156_SW_1.9_JTDM__Langstrecke__DPF__Neuteile,2349.0,test,kombi,2004.0,Manual,140.0,156,150000,3.0,diesel,alfa_romeo,No,2016-03-21,83734.0,2016-03-24 10:16:00,"150,000 Km"
7914,2016-03-16 11:38:00,BMW_320__2003__TOP__TÜV_bis_April_2016,2750.0,test,kombi,2003.0,Automatic,150.0,3er,150000,0.0,diesel,bmw,No,2016-03-16,21033.0,2016-06-04 04:15:00,"150,000 Km"
7916,2016-03-26 13:39:00,BMW_520i,7990.0,control,limousine,2004.0,Manual,170.0,5er,125000,9.0,petrol,bmw,No,2016-03-26,98634.0,2016-02-04 02:47:00,"150,000 Km"
7917,2016-12-03 17:51:00,BM_320I_mit_LPG_Gasanlage_von_Prinz,3800.0,test,limousine,1999.0,Manual,150.0,3er,150000,12.0,lpg,bmw,No,2016-12-03,47226.0,2016-07-04 10:16:00,"150,000 Km"
7918,2016-03-20 14:56:00,BMW_530_d___Automatik__schwenkbare_AHK,13100.0,test,kombi,2008.0,Automatic,235.0,5er,150000,5.0,diesel,bmw,No,2016-03-20,88400.0,2016-03-25 15:17:00,"150,000 Km"
7919,2016-03-20 16:49:00,Skoda_Superb_Combi_1.4_TSI_Green_tec_Ambition,17750.0,test,kombi,2013.0,Manual,125.0,superb,40000,8.0,petrol,skoda,No,2016-03-20,38448.0,2016-06-04 22:44:00,"50,000 Km"
7920,2016-03-16 19:50:00,Passat_Variant_2.0TDI_4Motion?,3490.0,control,kombi,2005.0,Manual,140.0,passat,150000,11.0,diesel,volkswagen,UnKnown,2016-03-16,60311.0,2016-03-16 20:45:00,"150,000 Km"
7921,2016-03-15 23:36:00,BMW_530d_Touring_Aut.,9800.0,control,kombi,2005.0,Automatic,231.0,5er,150000,11.0,diesel,bmw,No,2016-03-15,78056.0,2016-03-19 05:44:00,"150,000 Km"
7922,2016-03-16 14:54:00,Opel_Corsa_C_1.0,550.0,test,kleinwagen,2001.0,Manual,0.0,corsa,150000,4.0,petrol,opel,No,2016-03-16,84048.0,2016-06-04 16:45:00,"150,000 Km"
7923,2016-03-21 19:48:00,Verkaufe_Golf_4,1250.0,test,limousine,1999.0,Manual,115.0,golf,150000,0.0,petrol,volkswagen,No,2016-03-21,97483.0,2016-06-04 22:18:00,"150,000 Km"
7924,2016-04-04 11:47:00,Nissan_Primera_2.0,3380.0,control,limousine,2003.0,Automatic,140.0,UnKnown,90000,4.0,unknown,nissan,No,2016-04-04,79618.0,2016-06-04 12:46:00,"100,000 Km"
7925,2016-03-04 10:47:00,Golf_V_1_4_Goal__Climtronic__Nichtraucherfahrzeug!!,5200.0,control,limousine,2006.0,Manual,75.0,golf,100000,5.0,petrol,volkswagen,No,2016-03-04,53842.0,2016-07-04 11:45:00,"100,000 Km"
7926,2016-03-26 16:41:00,Audi_S3_8l,4499.0,control,limousine,1999.0,Manual,209.0,a3,150000,0.0,unknown,audi,UnKnown,2016-03-26,42289.0,2016-03-28 05:16:00,"150,000 Km"
7927,2016-12-03 08:46:00,Renault_Megane_Kombi_1.9_dCi_Diesel_Navi_Klima_Tuev___Erste_Hand,4800.0,control,kombi,2009.0,Manual,130.0,megane,150000,9.0,diesel,renault,No,2016-04-03,48161.0,2016-03-20 14:17:00,"150,000 Km"
7928,2016-10-03 07:54:00,Volkswagen_CC_2.0_TDI_BMTech_DSG__NAVI_VOLLFAHR_Alcanantara,16666.0,control,coupe,2012.0,Automatic,170.0,cc,70000,5.0,diesel,volkswagen,Yes,2016-10-03,12099.0,2016-03-19 08:16:00,"100,000 Km"
7929,2016-04-04 14:53:00,BMW_320i,3450.0,test,limousine,2001.0,Manual,170.0,3er,150000,7.0,petrol,bmw,No,2016-04-04,80939.0,2016-06-04 16:17:00,"150,000 Km"
7930,2016-03-30 18:38:00,Peugeot_Expert_LKW_Kasten_Bulli_TÜV_Diesel_Ahk,2200.0,test,andere,2005.0,Manual,95.0,andere,150000,3.0,diesel,peugeot,No,2016-03-30,26689.0,2016-07-04 09:44:00,"150,000 Km"
7931,2016-03-30 13:49:00,BMW_520i,1750.0,test,limousine,1998.0,Manual,150.0,5er,150000,6.0,petrol,bmw,No,2016-03-30,33330.0,2016-03-30 13:49:00,"150,000 Km"
7932,2016-03-14 19:58:00,Seat_Ibiza_SC_1.4_16V_Reference,7890.0,control,kleinwagen,2012.0,Manual,86.0,ibiza,50000,10.0,petrol,seat,No,2016-03-14,89079.0,2016-04-04 05:15:00,"50,000 Km"
7933,2016-07-03 11:40:00,Golf_5_Diesel__2_0_GOAL_Top_zustand,5700.0,test,coupe,2006.0,Manual,140.0,golf,150000,8.0,diesel,volkswagen,UnKnown,2016-07-03,81673.0,2016-03-17 19:18:00,"150,000 Km"
7935,2016-03-18 01:37:00,SKODA_OCTAVIA_1.6,1790.0,control,limousine,1998.0,Manual,100.0,octavia,125000,7.0,petrol,skoda,No,2016-03-18,59929.0,2016-05-04 22:15:00,"150,000 Km"
7936,2016-03-29 20:43:00,Volkswagen_Golf_1.4_TSI_Comfortline,10700.0,test,limousine,2009.0,Manual,160.0,golf,90000,4.0,petrol,volkswagen,No,2016-03-29,26556.0,2016-06-04 06:45:00,"100,000 Km"
7937,2016-03-14 20:41:00,Opel_Vectra_3.2_V6_GTS,2700.0,control,limousine,2002.0,Automatic,211.0,vectra,150000,10.0,petrol,opel,No,2016-03-14,78628.0,2016-03-17 10:44:00,"150,000 Km"
7938,2016-03-16 21:52:00,Alfa_Romeo_Spider_3.0_V6_24V_L,9800.0,control,cabrio,2003.0,Manual,218.0,spider,150000,8.0,petrol,alfa_romeo,No,2016-03-16,42115.0,2016-03-30 18:47:00,"150,000 Km"
7939,2016-03-16 00:56:00,Volkswagen_Golf_1.9_TDI_Special,3000.0,test,limousine,2002.0,Manual,101.0,golf,150000,12.0,diesel,volkswagen,No,2016-03-16,66879.0,2016-03-21 09:15:00,"150,000 Km"
7940,2016-08-03 18:46:00,Golf_3___97.000_km,800.0,test,UnKnown,2016.0,Manual,60.0,golf,100000,0.0,petrol,volkswagen,UnKnown,2016-08-03,36041.0,2016-10-03 14:46:00,"100,000 Km"
7942,2016-04-04 22:47:00,A6_2_5_TDI_Quattro_Automatik_TÜV_11.2017,2000.0,test,kombi,2001.0,Automatic,180.0,a6,150000,11.0,diesel,audi,UnKnown,2016-04-04,66578.0,2016-07-04 01:45:00,"150,000 Km"
7943,2016-03-21 11:53:00,Opel_Vectra_Tuev_12/17,950.0,control,kombi,1997.0,Manual,115.0,vectra,150000,3.0,petrol,opel,UnKnown,2016-03-21,71563.0,2016-03-26 18:15:00,"150,000 Km"
7944,2016-03-20 15:53:00,VW_LUPO_1.0,1550.0,control,kleinwagen,2000.0,Manual,50.0,lupo,100000,8.0,petrol,volkswagen,UnKnown,2016-03-20,45468.0,2016-03-28 15:47:00,"100,000 Km"
7945,2016-08-03 21:36:00,Mazda_323f_ba,700.0,control,kleinwagen,1995.0,Manual,90.0,3_reihe,150000,9.0,petrol,mazda,Yes,2016-08-03,1796.0,2016-06-04 11:46:00,"150,000 Km"
7946,2016-03-23 22:41:00,!Gepflegter_Audi_A4_zu_verkaufen!_TÜV/AU_Neu,8200.0,test,limousine,2005.0,Manual,140.0,a4,150000,9.0,diesel,audi,No,2016-03-23,49078.0,2016-03-28 04:18:00,"150,000 Km"
7947,2016-03-30 18:56:00,Peugeot_206_CC_110,1800.0,test,cabrio,2003.0,Manual,109.0,2_reihe,150000,1.0,petrol,peugeot,No,2016-03-30,69214.0,2016-03-30 19:41:00,"150,000 Km"
7949,2016-03-04 12:56:00,Audi_Q5_zu_verkaufen,20000.0,control,suv,2010.0,Manual,0.0,q5,100000,9.0,diesel,audi,No,2016-03-04,92355.0,2016-05-04 11:47:00,"100,000 Km"
7950,2016-11-03 21:55:00,Renault_Clio_1.9_dTi_klima,500.0,test,kleinwagen,2001.0,Manual,80.0,clio,150000,2.0,diesel,renault,No,2016-11-03,24113.0,2016-03-13 04:44:00,"150,000 Km"
7951,2016-03-19 20:48:00,Honda_Civic_1.8i_VTEC,6000.0,control,limousine,2007.0,Manual,140.0,civic,125000,10.0,petrol,honda,No,2016-03-19,94486.0,2016-07-04 09:16:00,"150,000 Km"
7952,2016-03-14 22:54:00,Volkswagen_Polo_16v_Turbo,7990.0,control,coupe,1994.0,Manual,449.0,polo,20000,8.0,petrol,volkswagen,No,2016-03-14,22087.0,2016-03-16 17:49:00,"50,000 Km"
7953,2016-06-03 12:06:00,Volkswagen_Transporter_251_OB1,2000.0,test,bus,1989.0,Manual,57.0,transporter,150000,3.0,diesel,volkswagen,No,2016-06-03,65207.0,2016-05-04 20:47:00,"150,000 Km"
7954,2016-03-18 10:49:00,Volkswagen_Multivan_T4_TDI_7DC_UY2,3900.0,control,bus,1996.0,Manual,102.0,transporter,150000,3.0,diesel,volkswagen,No,2016-03-18,32602.0,2016-03-23 17:49:00,"150,000 Km"
7955,2016-03-23 17:54:00,Audi_A3_Limousine_2_0TDI_Clean_Diesel_184_PS,33990.0,control,limousine,2015.0,Manual,184.0,a3,20000,3.0,diesel,audi,No,2016-03-23,96163.0,2016-05-04 22:18:00,"50,000 Km"
7956,2016-03-25 15:44:00,Hyundai_Coupé_schwarz,1850.0,test,coupe,1998.0,Manual,114.0,UnKnown,90000,3.0,petrol,hyundai,No,2016-03-25,44625.0,2016-04-04 17:18:00,"100,000 Km"
7957,2016-03-27 11:44:00,Citroen_c3_1.4,1600.0,test,kleinwagen,2003.0,Manual,74.0,UnKnown,125000,5.0,petrol,citroen,UnKnown,2016-03-27,39110.0,2016-03-27 11:44:00,"150,000 Km"
7958,2016-03-22 14:53:00,VW_Golf_3_GTI_Jubi_20_Jahre_GTI_2.0L,1200.0,control,UnKnown,2016.0,Manual,115.0,UnKnown,150000,1.0,petrol,volkswagen,UnKnown,2016-03-22,16321.0,2016-03-23 22:45:00,"150,000 Km"
7959,2016-06-03 08:36:00,VW_Lupo_1.4_Comfortline_Original_85700_km,2000.0,test,kleinwagen,1999.0,Manual,75.0,lupo,90000,3.0,petrol,volkswagen,No,2016-06-03,90762.0,2016-06-03 08:36:00,"100,000 Km"
7960,2016-11-03 15:53:00,Fiat_Punto_1.2_8V_Street,6300.0,test,kleinwagen,2014.0,Manual,69.0,punto,40000,4.0,petrol,fiat,No,2016-11-03,78166.0,2016-03-04 15:17:00,"50,000 Km"
7961,2016-10-03 14:58:00,VW_Golf_VI_2.0_tdi,8000.0,test,UnKnown,2016.0,Manual,110.0,golf,150000,6.0,diesel,volkswagen,No,2016-10-03,92714.0,2016-05-04 11:49:00,"150,000 Km"
7962,2016-05-03 17:51:00,Bmw__320_Ci_M__Paket__Facelift,6200.0,test,UnKnown,2005.0,Manual,177.0,3er,150000,3.0,petrol,bmw,UnKnown,2016-05-03,79802.0,2016-05-04 13:46:00,"150,000 Km"
7963,2016-12-03 11:58:00,Volkswagen_Polo_Joker,890.0,test,kleinwagen,1999.0,Manual,50.0,polo,150000,4.0,petrol,volkswagen,Yes,2016-12-03,23769.0,2016-06-04 05:45:00,"150,000 Km"
7964,2016-03-21 13:59:00,Volkswagen_T5_Kombi,9500.0,test,bus,2006.0,Manual,105.0,transporter,150000,9.0,diesel,volkswagen,No,2016-03-21,98617.0,2016-03-31 16:47:00,"150,000 Km"
7965,2016-03-15 19:45:00,Bmw_318i__weniger_Kilometer,4100.0,control,limousine,1991.0,Manual,0.0,3er,125000,0.0,petrol,bmw,No,2016-03-15,30451.0,2016-06-04 23:17:00,"150,000 Km"
7967,2016-03-21 16:57:00,Polo_1.9tdi_Euro_4,2000.0,control,kleinwagen,2003.0,Manual,105.0,polo,150000,9.0,diesel,volkswagen,No,2016-03-21,58791.0,2016-03-22 21:49:00,"150,000 Km"
7969,2016-02-04 17:58:00,3er_Golf_in_sehr_gutem_Zustand!,830.0,control,kleinwagen,1995.0,Manual,75.0,golf,150000,6.0,petrol,volkswagen,No,2016-02-04,86732.0,2016-06-04 17:18:00,"150,000 Km"
7970,2016-03-27 11:56:00,Subaru_Legacy,14500.0,test,kombi,2011.0,Manual,150.0,legacy,30000,1.0,petrol,subaru,No,2016-03-27,76228.0,2016-07-04 07:45:00,"50,000 Km"
7971,2016-04-04 08:51:00,Audi_A6_Avant_2.7_TDI_tiptronic_quattro_Vollaus.,15000.0,control,kombi,2005.0,Automatic,179.0,a6,125000,12.0,diesel,audi,No,2016-04-04,32427.0,2016-06-04 10:44:00,"150,000 Km"
7972,2016-03-16 20:40:00,Opel_Astra_1.3_CDTI_Caravan,3450.0,control,kombi,2005.0,Manual,90.0,astra,150000,10.0,diesel,opel,No,2016-03-16,75031.0,2016-05-04 04:16:00,"150,000 Km"
7973,2016-03-22 23:52:00,Vw_lupo___TÜV_bis_09/2017,550.0,test,kleinwagen,1998.0,Manual,75.0,lupo,150000,11.0,petrol,volkswagen,Yes,2016-03-22,23560.0,2016-03-23 07:44:00,"150,000 Km"
7974,2016-12-03 18:57:00,Mercedes_w211_E_320_cdi_t_modell,8900.0,test,kombi,2004.0,Automatic,204.0,e_klasse,150000,4.0,diesel,mercedes_benz,No,2016-12-03,25335.0,2016-07-04 12:47:00,"150,000 Km"
7975,2016-10-03 16:57:00,Zafira_1.9_CDTI_Cosmo,2550.0,control,kombi,2007.0,UnKnown,0.0,zafira,150000,11.0,diesel,opel,No,2016-10-03,63110.0,2016-10-03 16:57:00,"150,000 Km"
7976,2016-11-03 11:37:00,RENAULT_1.6__16_V__TÜV__01/2018_ohne_Maengel,3790.0,control,kleinwagen,2005.0,Manual,111.0,modus,90000,2.0,petrol,renault,No,2016-11-03,63165.0,2016-07-04 08:46:00,"100,000 Km"
7977,2016-03-16 20:56:00,Mercedes_Benz_E_420_T,1750.0,control,kombi,1996.0,Automatic,279.0,e_klasse,150000,11.0,petrol,mercedes_benz,No,2016-03-16,40822.0,2016-07-04 07:46:00,"150,000 Km"
7978,2016-03-27 11:36:00,Audi_A6_Avant_2.4,1000.0,test,UnKnown,2000.0,Manual,165.0,a6,150000,11.0,unknown,audi,UnKnown,2016-03-27,86704.0,2016-07-04 07:45:00,"150,000 Km"
7979,2016-03-16 19:39:00,Opel_Kadett_E_GSI,8800.0,test,coupe,1989.0,Manual,283.0,kadett,5000,0.0,petrol,opel,UnKnown,2016-03-16,2956.0,2016-07-04 04:44:00,"50,000 Km"
7980,2016-03-13 04:03:00,Hyundai_i20_1.2_Fifa_World_Cup_Edition,10499.0,test,kleinwagen,2014.0,Manual,86.0,i_reihe,30000,7.0,petrol,hyundai,No,2016-03-13,86154.0,2016-06-04 13:46:00,"50,000 Km"
7981,2016-03-19 19:39:00,Seat_Toledo_Sport_Bj._12_/_98__101_PS__Klima,1450.0,control,limousine,1998.0,Manual,101.0,UnKnown,150000,12.0,petrol,seat,No,2016-03-19,89312.0,2016-07-04 06:46:00,"150,000 Km"
7982,2016-03-04 14:58:00,Mercedes_Benz_E_240_Kombi_elegance,2850.0,test,kombi,1999.0,Manual,170.0,e_klasse,150000,1.0,petrol,mercedes_benz,No,2016-03-04,49413.0,2016-05-04 14:15:00,"150,000 Km"
7983,2016-03-27 14:45:00,"Fiat_Ducato_250__2.2ltr.__101PS__""Gepflegter_Zustand""_L2H1",4199.0,control,andere,2007.0,Manual,0.0,ducato,150000,6.0,diesel,fiat,No,2016-03-27,27446.0,2016-03-04 10:23:00,"150,000 Km"
7984,2016-03-22 11:47:00,Suzuki_Swift_1.2_Comfort,7390.0,control,kleinwagen,2011.0,Manual,94.0,swift,70000,7.0,petrol,suzuki,No,2016-03-22,63834.0,2016-03-22 11:47:00,"100,000 Km"
7985,2016-03-31 18:39:00,Volkswagen_Passat_Variant_2.0_TDI_DSG_Comfortline,8500.0,control,kombi,2006.0,Automatic,170.0,passat,150000,10.0,diesel,volkswagen,No,2016-03-31,73207.0,2016-06-04 12:16:00,"150,000 Km"
7986,2016-03-17 21:42:00,Stadtflitzer_Clio_RXE_1.4_Sparsam,900.0,test,kleinwagen,1999.0,Manual,75.0,clio,150000,4.0,petrol,renault,No,2016-03-17,72764.0,2016-07-04 11:16:00,"150,000 Km"
7987,2016-03-17 03:03:00,Volvo_V40_1.9_D_Sport,1950.0,test,kombi,2003.0,Manual,116.0,v40,150000,1.0,diesel,volvo,No,2016-03-17,42277.0,2016-06-04 02:45:00,"150,000 Km"
7988,2016-03-23 22:51:00,BMW_320d_Sport_Line,23998.0,test,limousine,2013.0,Manual,184.0,3er,40000,4.0,diesel,bmw,No,2016-03-23,44651.0,2016-03-31 14:16:00,"50,000 Km"
7990,2016-03-16 21:41:00,Audi_A4_Avant_2.0_TDI_DPF_Attraction_6_Gang,17500.0,control,kombi,2013.0,Manual,120.0,a4,100000,4.0,diesel,audi,No,2016-03-16,23564.0,2016-07-04 08:46:00,"100,000 Km"
7991,2016-04-04 16:43:00,Verkaufe_Golf4_1.4_16V_75_PS___178.000km_gelaufen,1600.0,test,kleinwagen,1998.0,Manual,75.0,UnKnown,150000,6.0,petrol,volkswagen,UnKnown,2016-04-04,26607.0,2016-06-04 18:17:00,"150,000 Km"
7992,2016-03-17 11:49:00,Mercedes_Benz_E270_CDI,9790.0,control,limousine,2004.0,Automatic,177.0,e_klasse,150000,10.0,diesel,mercedes_benz,UnKnown,2016-03-17,63065.0,2016-03-20 05:46:00,"150,000 Km"
7993,2016-03-13 23:52:00,VW_Bus_Transporter_Caravelle_LKW_Zul._div_Neuteile__Brandschaden.,850.0,test,bus,1998.0,Manual,68.0,transporter,150000,1.0,diesel,volkswagen,Yes,2016-03-13,21465.0,2016-03-14 07:49:00,"150,000 Km"
7994,2016-09-03 21:53:00,Mercedes_Benz_A_170_CDI_Classic,1100.0,test,limousine,1999.0,Manual,90.0,a_klasse,150000,3.0,diesel,mercedes_benz,Yes,2016-09-03,51491.0,2016-06-04 02:17:00,"150,000 Km"
7995,2016-03-26 13:48:00,Audi_A3_1.8_TFSI_S_tronic_Ambition,21490.0,control,limousine,2012.0,Automatic,179.0,a3,30000,7.0,petrol,audi,No,2016-03-26,75428.0,2016-06-04 01:46:00,"50,000 Km"
7996,2016-03-27 21:50:00,Smart_smart,1500.0,test,kleinwagen,2000.0,Automatic,54.0,fortwo,125000,11.0,petrol,smart,No,2016-03-27,64409.0,2016-05-04 21:45:00,"150,000 Km"
7997,2016-03-04 21:52:00,BMW_320i_6Zyl_E36_Cabrio,3800.0,test,cabrio,1999.0,Manual,150.0,3er,150000,6.0,petrol,bmw,No,2016-03-04,94315.0,2016-05-04 23:15:00,"150,000 Km"
7998,2016-11-03 18:47:00,Mitsubishi_Carisma,500.0,test,limousine,1998.0,Manual,125.0,carisma,150000,10.0,petrol,mitsubishi,No,2016-11-03,12623.0,2016-05-04 20:46:00,"150,000 Km"
7999,2016-05-03 17:39:00,Mercedes_benz_elegance,2300.0,test,UnKnown,2016.0,Manual,0.0,clk,150000,0.0,unknown,mercedes_benz,UnKnown,2016-05-03,41468.0,2016-03-28 20:45:00,"150,000 Km"
8000,2016-03-23 15:48:00,Ford_C_MAX_2.0_TDCi_DPF_Titanium,7550.0,test,bus,2007.0,Manual,136.0,c_max,150000,6.0,diesel,ford,No,2016-03-23,88361.0,2016-05-04 18:45:00,"150,000 Km"
8001,2016-03-21 19:52:00,Mitsubishi_Colt,3450.0,test,kleinwagen,2005.0,Manual,95.0,colt,90000,4.0,petrol,mitsubishi,No,2016-03-21,12689.0,2016-03-21 19:52:00,"100,000 Km"
